id,grid_solution,steps
lgp-test-2x5-10,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""engineer"", ""yellow"", ""mountain"", ""colonial""], [""2"", ""Arnold"", ""doctor"", ""red"", ""beach"", ""victorian""]]}",10
lgp-test-4x3-0,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""teacher"", ""grilled_cheese""], [""2"", ""Eric"", ""engineer"", ""pizza""], [""3"", ""Peter"", ""artist"", ""spaghetti""], [""4"", ""Alice"", ""doctor"", ""stew""]]}",57
lgp-test-2x5-31,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""science_fiction"", ""brit"", ""cherry"", ""Aniya""], [""2"", ""Eric"", ""mystery"", ""dane"", ""desert"", ""Holly""]]}",15
lgp-test-4x6-28,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""pop"", ""science_fiction"", ""prince"", ""feb"", ""coffee""], [""2"", ""Alice"", ""classical"", ""mystery"", ""blue_master"", ""sept"", ""water""], [""3"", ""Peter"", ""jazz"", ""fantasy"", ""pall_mall"", ""jan"", ""milk""], [""4"", ""Eric"", ""rock"", ""romance"", ""dunhill"", ""april"", ""tea""]]}",39
lgp-test-2x2-36,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Arnold"", ""Fred""], [""2"", ""Eric"", ""Bella""]]}",4
lgp-test-2x5-32,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""black"", ""victorian"", ""pizza"", ""Fred""], [""2"", ""Eric"", ""brown"", ""colonial"", ""grilled_cheese"", ""Bella""]]}",12
lgp-test-5x3-36,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""black"", ""fish""], [""2"", ""Alice"", ""blonde"", ""dog""], [""3"", ""Eric"", ""red"", ""hamster""], [""4"", ""Bob"", ""brown"", ""cat""], [""5"", ""Peter"", ""gray"", ""bird""]]}",68
lgp-test-6x6-0,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Bob"", ""mystery"", ""watermelon"", ""cat"", ""rock"", ""pall_mall""], [""2"", ""Alice"", ""romance"", ""dragonfruit"", ""horse"", ""pop"", ""prince""], [""3"", ""Peter"", ""fantasy"", ""lime"", ""rabbit"", ""hip_hop"", ""blends""], [""4"", ""Carol"", ""biography"", ""desert"", ""fish"", ""jazz"", ""dunhill""], [""5"", ""Arnold"", ""science_fiction"", ""blueberry"", ""bird"", ""country"", ""blue_master""], [""6"", ""Eric"", ""historical_fiction"", ""cherry"", ""dog"", ""classical"", ""yellow_monster""]]}",829
lgp-test-5x2-1,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Alice"", ""camping""], [""2"", ""Arnold"", ""mountain""], [""3"", ""Eric"", ""city""], [""4"", ""Bob"", ""beach""], [""5"", ""Peter"", ""cruise""]]}",29
lgp-test-4x2-37,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""april""], [""2"", ""Alice"", ""feb""], [""3"", ""Arnold"", ""jan""], [""4"", ""Eric"", ""sept""]]}",10
lgp-test-4x3-12,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""honda_civic"", ""dragonfruit""], [""2"", ""Arnold"", ""toyota_camry"", ""cherry""], [""3"", ""Peter"", ""ford_f150"", ""watermelon""], [""4"", ""Alice"", ""tesla_model_3"", ""desert""]]}",14
lgp-test-5x6-25,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Peter"", ""oneplus_9"", ""painting"", ""prince"", ""soccer"", ""desert""], [""2"", ""Bob"", ""samsung_galaxy_s21"", ""cooking"", ""blue_master"", ""swimming"", ""lime""], [""3"", ""Arnold"", ""iphone_13"", ""knitting"", ""pall_mall"", ""baseball"", ""dragonfruit""], [""4"", ""Alice"", ""huawei_p50"", ""gardening"", ""dunhill"", ""basketball"", ""watermelon""], [""5"", ""Eric"", ""google_pixel_6"", ""photography"", ""blends"", ""tennis"", ""cherry""]]}",97
lgp-test-3x3-28,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""toyota_camry"", ""swede""], [""2"", ""Peter"", ""ford_f150"", ""dane""], [""3"", ""Arnold"", ""tesla_model_3"", ""brit""]]}",11
lgp-test-2x5-13,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""black"", ""engineer"", ""water"", ""mountain""], [""2"", ""Arnold"", ""brown"", ""doctor"", ""tea"", ""beach""]]}",10
lgp-test-3x5-21,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""doctor"", ""ford_f150"", ""Aniya"", ""swede""], [""2"", ""Arnold"", ""teacher"", ""toyota_camry"", ""Holly"", ""brit""], [""3"", ""Peter"", ""engineer"", ""tesla_model_3"", ""Janelle"", ""dane""]]}",17
lgp-test-6x2-3,{},62
lgp-test-2x3-5,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""water"", ""pall_mall""], [""2"", ""Eric"", ""tea"", ""prince""]]}",7
lgp-test-3x4-3,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""ranch"", ""blue_master"", ""dog""], [""2"", ""Eric"", ""colonial"", ""prince"", ""cat""], [""3"", ""Peter"", ""victorian"", ""pall_mall"", ""fish""]]}",19
lgp-test-5x3-12,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""huawei_p50"", ""doctor""], [""2"", ""Alice"", ""samsung_galaxy_s21"", ""teacher""], [""3"", ""Eric"", ""iphone_13"", ""lawyer""], [""4"", ""Bob"", ""oneplus_9"", ""engineer""], [""5"", ""Peter"", ""google_pixel_6"", ""artist""]]}",224
lgp-test-6x5-28,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Bob"", ""classical"", ""engineer"", ""mountain"", ""purple""], [""2"", ""Peter"", ""pop"", ""lawyer"", ""cultural"", ""green""], [""3"", ""Eric"", ""jazz"", ""teacher"", ""camping"", ""red""], [""4"", ""Arnold"", ""rock"", ""artist"", ""beach"", ""blue""], [""5"", ""Alice"", ""country"", ""doctor"", ""city"", ""white""], [""6"", ""Carol"", ""hip_hop"", ""nurse"", ""cruise"", ""yellow""]]}",2568
lgp-test-2x3-12,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""victorian"", ""rock""], [""2"", ""Arnold"", ""colonial"", ""pop""]]}",11
lgp-test-6x2-21,{},37
lgp-test-5x6-19,{},92
lgp-test-6x6-17,{},472
lgp-test-4x6-39,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""honda_civic"", ""roses"", ""water"", ""short"", ""yellow""], [""2"", ""Eric"", ""toyota_camry"", ""carnations"", ""coffee"", ""tall"", ""green""], [""3"", ""Peter"", ""tesla_model_3"", ""lilies"", ""milk"", ""average"", ""red""], [""4"", ""Alice"", ""ford_f150"", ""daffodils"", ""tea"", ""very_short"", ""white""]]}",41
lgp-test-3x2-8,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Arnold"", ""very_short""], [""2"", ""Eric"", ""average""], [""3"", ""Peter"", ""short""]]}",9
lgp-test-3x5-31,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""Holly"", ""tennis"", ""water"", ""lilies""], [""2"", ""Arnold"", ""Aniya"", ""soccer"", ""tea"", ""daffodils""], [""3"", ""Eric"", ""Janelle"", ""basketball"", ""milk"", ""carnations""]]}",34
lgp-test-3x2-15,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Eric"", ""short""], [""2"", ""Arnold"", ""average""], [""3"", ""Peter"", ""very_short""]]}",11
lgp-test-3x4-8,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Peter"", ""mountain"", ""basketball"", ""fish""], [""2"", ""Eric"", ""beach"", ""tennis"", ""cat""], [""3"", ""Arnold"", ""city"", ""soccer"", ""dog""]]}",23
lgp-test-3x3-38,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""gardening"", ""ranch""], [""2"", ""Arnold"", ""cooking"", ""colonial""], [""3"", ""Peter"", ""photography"", ""victorian""]]}",27
lgp-test-6x5-33,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""associate"", ""pizza"", ""tennis"", ""tall""], [""2"", ""Eric"", ""bachelor"", ""spaghetti"", ""soccer"", ""short""], [""3"", ""Arnold"", ""high_school"", ""soup"", ""baseball"", ""very_short""], [""4"", ""Carol"", ""trade_school"", ""stir_fry"", ""volleyball"", ""very_tall""], [""5"", ""Alice"", ""master"", ""grilled_cheese"", ""basketball"", ""super_tall""], [""6"", ""Bob"", ""doctorate"", ""stew"", ""swimming"", ""average""]]}",78
lgp-test-6x2-20,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""tulips""], [""2"", ""Arnold"", ""lilies""], [""3"", ""Eric"", ""carnations""], [""4"", ""Alice"", ""roses""], [""5"", ""Carol"", ""iris""], [""6"", ""Bob"", ""daffodils""]]}",44
lgp-test-2x4-29,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""Fred"", ""horse"", ""Aniya""], [""2"", ""Eric"", ""Bella"", ""cat"", ""Holly""]]}",13
lgp-test-2x4-38,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""april"", ""Bella"", ""associate""], [""2"", ""Eric"", ""sept"", ""Fred"", ""high_school""]]}",11
lgp-test-6x5-21,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""photography"", ""colonial"", ""classical"", ""blonde""], [""2"", ""Alice"", ""gardening"", ""victorian"", ""rock"", ""brown""], [""3"", ""Arnold"", ""woodworking"", ""modern"", ""pop"", ""red""], [""4"", ""Peter"", ""cooking"", ""ranch"", ""hip_hop"", ""black""], [""5"", ""Bob"", ""knitting"", ""mediterranean"", ""country"", ""auburn""], [""6"", ""Carol"", ""painting"", ""craftsman"", ""jazz"", ""gray""]]}",108
lgp-test-2x5-17,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""horse"", ""basketball"", ""prince"", ""associate""], [""2"", ""Arnold"", ""cat"", ""soccer"", ""pall_mall"", ""high_school""]]}",10
lgp-test-2x4-26,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""desert"", ""tea"", ""soccer""], [""2"", ""Arnold"", ""cherry"", ""water"", ""basketball""]]}",8
lgp-test-3x4-26,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Peter"", ""grilled_cheese"", ""cherry"", ""fish""], [""2"", ""Arnold"", ""spaghetti"", ""watermelon"", ""dog""], [""3"", ""Eric"", ""pizza"", ""desert"", ""cat""]]}",23
lgp-test-6x6-12,{},16326
lgp-test-2x2-8,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Arnold"", ""short""], [""2"", ""Eric"", ""very_short""]]}",4
lgp-test-6x2-22,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Eric"", ""blue""], [""2"", ""Arnold"", ""white""], [""3"", ""Bob"", ""green""], [""4"", ""Alice"", ""purple""], [""5"", ""Carol"", ""yellow""], [""6"", ""Peter"", ""red""]]}",28
lgp-test-3x4-29,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""dog"", ""prince"", ""science_fiction""], [""2"", ""Arnold"", ""cat"", ""pall_mall"", ""romance""], [""3"", ""Peter"", ""fish"", ""blue_master"", ""mystery""]]}",26
lgp-test-4x5-36,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""Samantha"", ""red"", ""roses"", ""fish""], [""2"", ""Alice"", ""Bella"", ""brown"", ""daffodils"", ""cat""], [""3"", ""Arnold"", ""Fred"", ""blonde"", ""carnations"", ""bird""], [""4"", ""Eric"", ""Meredith"", ""black"", ""lilies"", ""horse""]]}",24
lgp-test-5x5-23,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""tennis"", ""Samantha"", ""Kailyn"", ""cat""], [""2"", ""Arnold"", ""baseball"", ""Meredith"", ""Janelle"", ""dog""], [""3"", ""Bob"", ""basketball"", ""Timothy"", ""Aniya"", ""fish""], [""4"", ""Eric"", ""swimming"", ""Bella"", ""Penny"", ""horse""], [""5"", ""Alice"", ""soccer"", ""Fred"", ""Holly"", ""bird""]]}",33
lgp-test-5x2-34,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Eric"", ""tesla_model_3""], [""2"", ""Alice"", ""honda_civic""], [""3"", ""Arnold"", ""ford_f150""], [""4"", ""Peter"", ""toyota_camry""], [""5"", ""Bob"", ""bmw_3_series""]]}",37
lgp-test-3x4-11,{},18
lgp-test-3x6-18,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""pizza"", ""tennis"", ""brown"", ""classical"", ""romance""], [""2"", ""Arnold"", ""grilled_cheese"", ""basketball"", ""black"", ""rock"", ""mystery""], [""3"", ""Peter"", ""spaghetti"", ""soccer"", ""blonde"", ""pop"", ""science_fiction""]]}",21
lgp-test-6x4-9,{},54
lgp-test-5x2-29,{},25
lgp-test-3x5-37,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""google_pixel_6"", ""engineer"", ""photography"", ""horse""], [""2"", ""Peter"", ""samsung_galaxy_s21"", ""doctor"", ""gardening"", ""bird""], [""3"", ""Arnold"", ""iphone_13"", ""teacher"", ""cooking"", ""cat""]]}",45
lgp-test-5x4-32,{},34
lgp-test-5x2-20,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Alice"", ""painting""], [""2"", ""Arnold"", ""cooking""], [""3"", ""Eric"", ""gardening""], [""4"", ""Peter"", ""photography""], [""5"", ""Bob"", ""knitting""]]}",69
lgp-test-4x4-38,{},41
lgp-test-5x3-22,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Peter"", ""lime"", ""german""], [""2"", ""Arnold"", ""dragonfruit"", ""swede""], [""3"", ""Alice"", ""watermelon"", ""norwegian""], [""4"", ""Bob"", ""cherry"", ""dane""], [""5"", ""Eric"", ""desert"", ""brit""]]}",107
lgp-test-4x5-30,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""romance"", ""beach"", ""carnations"", ""pop""], [""2"", ""Peter"", ""science_fiction"", ""city"", ""daffodils"", ""rock""], [""3"", ""Arnold"", ""mystery"", ""mountain"", ""lilies"", ""classical""], [""4"", ""Alice"", ""fantasy"", ""cruise"", ""roses"", ""jazz""]]}",37
lgp-test-2x3-35,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""colonial"", ""grilled_cheese""], [""2"", ""Eric"", ""victorian"", ""pizza""]]}",7
lgp-test-2x4-22,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""black"", ""cat"", ""Bella""], [""2"", ""Eric"", ""brown"", ""dog"", ""Fred""]]}",12
lgp-test-4x6-16,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Alice"", ""feb"", ""stew"", ""painting"", ""engineer"", ""Bella""], [""2"", ""Peter"", ""jan"", ""pizza"", ""cooking"", ""teacher"", ""Samantha""], [""3"", ""Eric"", ""sept"", ""spaghetti"", ""photography"", ""doctor"", ""Fred""], [""4"", ""Arnold"", ""april"", ""grilled_cheese"", ""gardening"", ""artist"", ""Meredith""]]}",44
lgp-test-6x3-17,{},28
lgp-test-2x2-9,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Arnold"", ""rock""], [""2"", ""Eric"", ""pop""]]}",4
lgp-test-2x3-34,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""soccer"", ""tesla_model_3""], [""2"", ""Eric"", ""basketball"", ""ford_f150""]]}",9
lgp-test-6x5-31,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Bob"", ""stew"", ""yellow"", ""Aniya"", ""mediterranean""], [""2"", ""Peter"", ""soup"", ""green"", ""Holly"", ""craftsman""], [""3"", ""Alice"", ""pizza"", ""white"", ""Kailyn"", ""ranch""], [""4"", ""Eric"", ""grilled_cheese"", ""blue"", ""Penny"", ""victorian""], [""5"", ""Arnold"", ""spaghetti"", ""red"", ""Sarah"", ""modern""], [""6"", ""Carol"", ""stir_fry"", ""purple"", ""Janelle"", ""colonial""]]}",98
lgp-test-4x3-28,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""red"", ""bird""], [""2"", ""Alice"", ""yellow"", ""cat""], [""3"", ""Peter"", ""green"", ""horse""], [""4"", ""Arnold"", ""white"", ""fish""]]}",12
lgp-test-3x4-27,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""desert"", ""cooking"", ""dane""], [""2"", ""Peter"", ""watermelon"", ""photography"", ""brit""], [""3"", ""Eric"", ""cherry"", ""gardening"", ""swede""]]}",20
lgp-test-2x5-14,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""pizza"", ""rock"", ""daffodils"", ""science_fiction""], [""2"", ""Eric"", ""grilled_cheese"", ""pop"", ""carnations"", ""mystery""]]}",11
lgp-test-6x3-19,{},304
lgp-test-6x4-4,{},25
lgp-test-3x3-4,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""gardening"", ""water""], [""2"", ""Peter"", ""cooking"", ""milk""], [""3"", ""Eric"", ""photography"", ""tea""]]}",10
lgp-test-5x3-1,{},135
lgp-test-3x2-9,{},13
lgp-test-3x3-27,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""photography"", ""tea""], [""2"", ""Arnold"", ""cooking"", ""water""], [""3"", ""Peter"", ""gardening"", ""milk""]]}",13
lgp-test-6x3-30,{},92
lgp-test-4x5-15,{},52
lgp-test-4x6-18,{},105
lgp-test-6x3-5,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""swede"", ""purple""], [""2"", ""Carol"", ""chinese"", ""white""], [""3"", ""Alice"", ""norwegian"", ""red""], [""4"", ""Bob"", ""brit"", ""green""], [""5"", ""Peter"", ""dane"", ""blue""], [""6"", ""Arnold"", ""german"", ""yellow""]]}",244
lgp-test-6x6-8,{},4672
lgp-test-2x4-3,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""tea"", ""associate"", ""beach""], [""2"", ""Eric"", ""water"", ""high_school"", ""mountain""]]}",11
lgp-test-2x3-0,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""victorian"", ""Fred""], [""2"", ""Eric"", ""colonial"", ""Bella""]]}",6
lgp-test-5x2-8,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""painting""], [""2"", ""Arnold"", ""photography""], [""3"", ""Eric"", ""cooking""], [""4"", ""Alice"", ""knitting""], [""5"", ""Bob"", ""gardening""]]}",16
lgp-test-4x6-32,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Alice"", ""gardening"", ""honda_civic"", ""grilled_cheese"", ""artist"", ""carnations""], [""2"", ""Arnold"", ""cooking"", ""tesla_model_3"", ""pizza"", ""doctor"", ""lilies""], [""3"", ""Eric"", ""photography"", ""toyota_camry"", ""stew"", ""teacher"", ""roses""], [""4"", ""Peter"", ""painting"", ""ford_f150"", ""spaghetti"", ""engineer"", ""daffodils""]]}",27
lgp-test-6x3-13,{},8
lgp-test-4x6-23,{},87
lgp-test-2x5-2,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""photography"", ""ford_f150"", ""rock"", ""dog""], [""2"", ""Eric"", ""gardening"", ""tesla_model_3"", ""pop"", ""cat""]]}",15
lgp-test-4x2-13,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Arnold"", ""cat""], [""2"", ""Alice"", ""horse""], [""3"", ""Peter"", ""bird""], [""4"", ""Eric"", ""fish""]]}",23
lgp-test-3x3-0,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Peter"", ""high_school"", ""teacher""], [""2"", ""Arnold"", ""associate"", ""engineer""], [""3"", ""Eric"", ""bachelor"", ""doctor""]]}",14
lgp-test-5x5-3,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Alice"", ""tulips"", ""doctor"", ""watermelon"", ""ford_f150""], [""2"", ""Bob"", ""carnations"", ""lawyer"", ""lime"", ""toyota_camry""], [""3"", ""Peter"", ""daffodils"", ""engineer"", ""dragonfruit"", ""tesla_model_3""], [""4"", ""Arnold"", ""lilies"", ""artist"", ""cherry"", ""bmw_3_series""], [""5"", ""Eric"", ""roses"", ""teacher"", ""desert"", ""honda_civic""]]}",110
lgp-test-5x2-9,{},13
lgp-test-5x6-6,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Peter"", ""camping"", ""high_school"", ""white"", ""iphone_13"", ""stew""], [""2"", ""Bob"", ""mountain"", ""bachelor"", ""green"", ""huawei_p50"", ""stir_fry""], [""3"", ""Eric"", ""city"", ""doctorate"", ""yellow"", ""samsung_galaxy_s21"", ""pizza""], [""4"", ""Arnold"", ""beach"", ""master"", ""blue"", ""google_pixel_6"", ""grilled_cheese""], [""5"", ""Alice"", ""cruise"", ""associate"", ""red"", ""oneplus_9"", ""spaghetti""]]}",83
lgp-test-2x6-30,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""prince"", ""dog"", ""very_short"", ""sept"", ""basketball""], [""2"", ""Eric"", ""pall_mall"", ""cat"", ""short"", ""april"", ""soccer""]]}",12
lgp-test-2x4-2,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""victorian"", ""pall_mall"", ""doctor""], [""2"", ""Eric"", ""colonial"", ""prince"", ""engineer""]]}",10
lgp-test-4x5-0,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Alice"", ""desert"", ""blue_master"", ""average"", ""samsung_galaxy_s21""], [""2"", ""Eric"", ""dragonfruit"", ""pall_mall"", ""very_short"", ""iphone_13""], [""3"", ""Peter"", ""watermelon"", ""prince"", ""tall"", ""oneplus_9""], [""4"", ""Arnold"", ""cherry"", ""dunhill"", ""short"", ""google_pixel_6""]]}",117
lgp-test-6x3-36,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Peter"", ""watermelon"", ""cat""], [""2"", ""Alice"", ""desert"", ""fish""], [""3"", ""Arnold"", ""dragonfruit"", ""dog""], [""4"", ""Bob"", ""cherry"", ""bird""], [""5"", ""Eric"", ""blueberry"", ""horse""], [""6"", ""Carol"", ""lime"", ""rabbit""]]}",29
lgp-test-6x2-5,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Alice"", ""camping""], [""2"", ""Eric"", ""mountain""], [""3"", ""Peter"", ""cultural""], [""4"", ""Carol"", ""city""], [""5"", ""Bob"", ""cruise""], [""6"", ""Arnold"", ""beach""]]}",126
lgp-test-5x6-23,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Alice"", ""high_school"", ""oneplus_9"", ""rock"", ""cat"", ""knitting""], [""2"", ""Arnold"", ""master"", ""samsung_galaxy_s21"", ""jazz"", ""bird"", ""photography""], [""3"", ""Peter"", ""bachelor"", ""google_pixel_6"", ""pop"", ""horse"", ""gardening""], [""4"", ""Bob"", ""doctorate"", ""iphone_13"", ""hip_hop"", ""dog"", ""painting""], [""5"", ""Eric"", ""associate"", ""huawei_p50"", ""classical"", ""fish"", ""cooking""]]}",45
lgp-test-4x4-34,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""ford_f150"", ""blue_master"", ""swimming""], [""2"", ""Peter"", ""toyota_camry"", ""dunhill"", ""soccer""], [""3"", ""Alice"", ""tesla_model_3"", ""pall_mall"", ""tennis""], [""4"", ""Arnold"", ""honda_civic"", ""prince"", ""basketball""]]}",33
